Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,51
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,4
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,6
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,0.333333333
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,47
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Peru,45
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,6
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,4
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,4
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Philippines,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,67
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,49
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,71
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,0.3542
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,17
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,19
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,0.315789474
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Poland,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,6
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,6
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,6
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Portugal,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Puerto Rico,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Qatar,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,38
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,33
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,45
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,0.5758
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,5
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,6
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,1
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Romania,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Russia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Senegal,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,31
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,20
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,39
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,0.05
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,8
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,9
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Serbia,3
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,48
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,33
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,51
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,0.7879
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,15
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Singapore,23
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Africa,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,238
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,226
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,463
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,0.469
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,3
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,5
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,0.2
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,9
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Spain,20
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,15
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,4
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,7
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,0.25
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,6
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,7
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,0.714285714
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,5
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Sweden,9
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,53
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,35
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,63
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,0.5588
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,15
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,24
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,0.541666667
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Switzerland,7
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,4
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,6
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,1
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Taiwan,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,5
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,4
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,6
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Thailand,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Trinidad and Tobago,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Tunisia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,24
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,18
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,230
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,0.0556
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,5
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,5
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,0.4
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Turkey,1
